image,bbox_x1,bbox_y1,bbox_x2,bbox_y2,palm_class,environment_class
palmera_314987.png,338,542,383,587,3,5
palmera_314987.png,356,522,401,567,3,5
palmera_314987.png,581,177,626,222,3,5
palmera_314987.png,839,64,884,109,3,5
palmera_314987.png,855,24,900,69,3,5
palmera_314987.png,933,13,978,58,3,5
palmera_314987.png,928,30,973,75,3,5
palmera_314987.png,985,11,1030,56,3,5
palmera_314987.png,964,12,1009,57,3,5
palmera_314987.png,950,12,995,57,3,5
palmera_314987.png,952,24,997,69,3,5
palmera_314987.png,947,-12,992,32,3,5
palmera_314987.png,936,-4,981,40,3,5
palmera_314987.png,926,0,971,44,3,5
palmera_314987.png,902,9,947,54,3,5
palmera_314987.png,907,-11,952,33,3,5
palmera_314987.png,889,-17,934,27,3,5
palmera_314987.png,878,-3,923,41,3,5
palmera_314987.png,860,-14,905,30,3,5
palmera_314987.png,865,4,910,49,3,5
palmera_314987.png,842,5,887,50,3,5
palmera_314987.png,825,13,870,58,3,5
palmera_314987.png,821,40,866,85,3,5
palmera_314987.png,785,323,830,368,3,5
palmera_314987.png,809,314,854,359,3,5
palmera_314987.png,820,274,865,319,3,5
palmera_314987.png,827,299,872,344,3,5
palmera_314987.png,837,254,882,299,3,5
palmera_314987.png,847,267,892,312,3,5
palmera_314987.png,839,277,884,322,3,5
palmera_314987.png,850,292,895,337,3,5
palmera_314987.png,851,311,896,356,3,5
palmera_314987.png,857,341,902,386,3,5
palmera_314987.png,883,280,928,325,3,5
palmera_314987.png,896,295,941,340,3,5
palmera_314987.png,877,298,922,343,3,5
palmera_314987.png,864,271,909,316,3,5
palmera_314987.png,862,246,907,291,3,5
palmera_314987.png,882,242,927,287,3,5
palmera_314987.png,888,256,933,301,3,5
palmera_314987.png,905,277,950,322,3,5
palmera_314987.png,906,258,951,303,3,5
palmera_314987.png,900,232,945,277,3,5
palmera_314987.png,914,243,959,288,3,5
palmera_314987.png,926,258,971,303,3,5
palmera_314987.png,925,244,970,289,3,5
palmera_314987.png,920,228,965,273,3,5
palmera_314987.png,934,230,979,275,3,5
palmera_314987.png,944,248,989,293,3,5
palmera_314987.png,970,239,1015,284,3,5
palmera_314987.png,989,234,1034,279,3,5
palmera_314987.png,781,300,826,345,3,5
palmera_314987.png,768,288,813,333,3,5
palmera_314987.png,792,281,837,326,3,5
palmera_314987.png,804,288,849,333,3,5
palmera_314987.png,806,263,851,308,3,5
palmera_314987.png,791,258,836,303,3,5
palmera_314987.png,782,269,827,314,3,5
palmera_314987.png,758,268,803,313,3,5
palmera_314987.png,749,282,794,327,3,5
palmera_314987.png,752,307,797,352,3,5
palmera_314987.png,737,310,782,355,3,5
palmera_314987.png,763,339,808,384,3,5
palmera_314987.png,744,326,789,371,3,5
palmera_314987.png,718,355,763,400,3,5
palmera_314987.png,725,339,770,384,3,5
palmera_314987.png,716,316,761,361,3,5
palmera_314987.png,700,332,745,377,3,5
palmera_314987.png,664,329,709,374,3,5
palmera_314987.png,702,307,747,352,3,5
palmera_314987.png,723,295,768,340,3,5
palmera_314987.png,727,278,772,323,3,5
palmera_314987.png,721,258,766,303,3,5
palmera_314987.png,703,277,748,322,3,5
palmera_314987.png,688,291,733,336,3,5
palmera_314987.png,693,265,738,310,3,5
palmera_314987.png,674,273,719,318,3,5
palmera_314987.png,656,295,701,340,3,5
palmera_314987.png,652,314,697,359,3,5
palmera_314987.png,645,339,690,384,3,5
palmera_314987.png,629,335,674,380,3,5
palmera_314987.png,650,272,695,317,3,5
palmera_314987.png,634,290,679,335,3,5
palmera_314987.png,626,304,671,349,3,5
palmera_314987.png,612,289,657,334,3,5
palmera_314987.png,607,321,652,366,3,5
palmera_314987.png,582,314,627,359,3,5
palmera_314987.png,587,295,632,340,3,5
palmera_314987.png,554,202,599,247,3,5
palmera_314987.png,565,192,610,237,3,5
palmera_314987.png,582,188,627,233,3,5
palmera_314987.png,597,182,642,227,3,5
palmera_314987.png,607,165,652,210,3,5
palmera_314987.png,609,154,654,199,3,5
palmera_314987.png,622,176,667,221,3,5
palmera_314987.png,633,175,678,220,3,5
palmera_314987.png,648,152,693,197,3,5
palmera_314987.png,640,128,685,173,3,5
palmera_314987.png,606,128,651,173,3,5
palmera_314987.png,608,140,653,185,3,5
palmera_314987.png,595,155,640,200,3,5
palmera_314987.png,580,152,625,197,3,5
palmera_314987.png,560,162,605,207,3,5
palmera_314987.png,552,177,597,222,3,5
palmera_314987.png,536,184,581,229,3,5
palmera_314987.png,534,203,579,248,3,5
palmera_314987.png,511,184,556,229,3,5
palmera_314987.png,502,194,547,239,3,5
palmera_314987.png,539,164,584,209,3,5
palmera_314987.png,542,135,587,180,3,5
palmera_314987.png,586,126,631,171,3,5
palmera_314987.png,556,139,601,184,3,5
palmera_314987.png,554,123,599,168,3,5
palmera_314987.png,528,124,573,169,3,5
palmera_314987.png,538,122,583,167,3,5
palmera_314987.png,666,162,711,207,3,5
palmera_314987.png,665,144,710,189,3,5
palmera_314987.png,709,126,754,171,3,5
palmera_314987.png,684,135,729,180,3,5
palmera_314987.png,665,125,710,170,3,5
palmera_314987.png,684,116,729,161,3,5
palmera_314987.png,684,97,729,142,3,5
palmera_314987.png,672,81,717,126,3,5
palmera_314987.png,652,91,697,136,3,5
palmera_314987.png,647,112,692,157,3,5
palmera_314987.png,618,107,663,152,3,5
palmera_314987.png,588,103,633,148,3,5
palmera_314987.png,553,106,598,151,3,5
palmera_314987.png,739,111,784,156,3,5
palmera_314987.png,762,101,807,146,3,5
palmera_314987.png,708,109,753,154,3,5
palmera_314987.png,709,89,754,134,3,5
palmera_314987.png,701,77,746,122,3,5
palmera_314987.png,544,313,589,358,3,5
palmera_314987.png,562,330,607,375,3,5
palmera_314987.png,604,365,649,410,3,5
palmera_314987.png,634,421,679,466,3,5
palmera_314987.png,613,417,658,462,3,5
palmera_314987.png,579,381,624,426,3,5
palmera_314987.png,559,373,604,418,3,5
palmera_314987.png,548,355,593,400,3,5
palmera_314987.png,534,377,579,422,3,5
palmera_314987.png,523,333,568,378,3,5
palmera_314987.png,521,352,566,397,3,5
palmera_314987.png,486,341,531,386,3,5
palmera_314987.png,499,359,544,404,3,5
palmera_314987.png,481,364,526,409,3,5
palmera_314987.png,471,386,516,431,3,5
palmera_314987.png,489,409,534,454,3,5
palmera_314987.png,467,406,512,451,3,5
palmera_314987.png,459,400,504,445,3,5
palmera_314987.png,444,400,489,445,3,5
palmera_314987.png,437,413,482,458,3,5
palmera_315387.png,479,509,524,554,3,3
palmera_315387.png,445,389,490,434,3,3
palmera_315387.png,473,401,518,446,3,3
palmera_315387.png,472,391,517,436,3,3
palmera_315387.png,434,457,479,502,3,3
palmera_315387.png,554,495,599,540,3,3
palmera_315387.png,558,487,603,532,3,3
palmera_315387.png,543,468,588,513,3,3
palmera_315387.png,548,476,593,521,3,3
palmera_315387.png,554,482,599,527,3,3
palmera_315387.png,549,490,594,535,3,3
palmera_315387.png,540,490,585,535,3,3
palmera_315387.png,539,480,584,525,3,3
palmera_315387.png,531,474,576,519,3,3
palmera_315387.png,529,466,574,511,3,3
palmera_315387.png,458,427,503,472,3,3
palmera_315387.png,464,419,509,464,3,3
palmera_315387.png,454,412,499,457,3,3
palmera_315387.png,451,400,496,445,3,3
palmera_315387.png,461,400,506,445,3,3
palmera_315387.png,514,436,559,481,3,3
palmera_315387.png,532,438,577,483,3,3
palmera_315387.png,539,451,584,496,3,3
palmera_315387.png,542,459,587,504,3,3
palmera_315387.png,550,465,595,510,3,3
palmera_315387.png,553,458,598,503,3,3
palmera_315387.png,549,447,594,492,3,3
palmera_315387.png,544,440,589,485,3,3
palmera_315387.png,540,433,585,478,3,3
palmera_315387.png,525,428,570,473,3,3
palmera_315387.png,533,422,578,467,3,3
palmera_315387.png,522,400,567,445,3,3
palmera_315387.png,527,409,572,454,3,3
palmera_315387.png,520,422,565,467,3,3
palmera_315387.png,508,423,553,468,3,3
palmera_315387.png,502,392,547,437,3,3
palmera_315387.png,496,402,541,447,3,3
palmera_315387.png,479,411,524,456,3,3
palmera_315387.png,474,419,519,464,3,3
palmera_315387.png,471,430,516,475,3,3
palmera_315387.png,474,439,519,484,3,3
palmera_315387.png,479,449,524,494,3,3
palmera_315387.png,487,486,532,531,3,3
palmera_315387.png,490,496,535,541,3,3
palmera_315387.png,500,497,545,542,3,3
palmera_315387.png,507,493,552,538,3,3
palmera_315387.png,505,488,550,533,3,3
palmera_315387.png,498,486,543,531,3,3
palmera_315387.png,505,483,550,528,3,3
palmera_315387.png,492,477,537,522,3,3
palmera_315387.png,487,469,532,514,3,3
palmera_315387.png,490,447,535,492,3,3
palmera_315387.png,483,430,528,475,3,3
palmera_315387.png,487,421,532,466,3,3
palmera_315387.png,491,430,536,475,3,3
palmera_315387.png,496,438,541,483,3,3
palmera_315387.png,501,446,546,491,3,3
palmera_315387.png,505,457,550,502,3,3
palmera_315387.png,499,468,544,513,3,3
palmera_315387.png,512,466,557,511,3,3
palmera_315387.png,517,476,562,521,3,3
palmera_315387.png,513,485,558,530,3,3
palmera_315387.png,515,492,560,537,3,3
palmera_315387.png,520,484,565,529,3,3
palmera_315387.png,526,496,571,541,3,3
palmera_315387.png,520,502,565,547,3,3
palmera_315387.png,512,508,557,553,3,3
palmera_315387.png,502,512,547,557,3,3
palmera_315387.png,560,471,605,516,3,3
palmera_315387.png,568,481,613,526,3,3
palmera_315387.png,579,465,624,510,3,3
palmera_315387.png,586,470,631,515,3,3
palmera_315387.png,586,485,631,530,3,3
palmera_315387.png,596,481,641,526,3,3
palmera_315387.png,595,467,640,512,3,3
palmera_315387.png,604,468,649,513,3,3
palmera_315387.png,605,480,650,525,3,3
palmera_315387.png,615,473,660,518,3,3
palmera_315387.png,628,474,673,519,3,3
palmera_315387.png,616,462,661,507,3,3
palmera_315387.png,610,452,655,497,3,3
palmera_315387.png,595,459,640,504,3,3
palmera_315387.png,586,459,631,504,3,3
palmera_315387.png,576,453,621,498,3,3
palmera_315387.png,563,436,608,481,3,3
palmera_315387.png,555,423,600,468,3,3
palmera_315387.png,578,443,623,488,3,3
palmera_315387.png,590,445,635,490,3,3
palmera_315387.png,599,449,644,494,3,3
palmera_315387.png,604,437,649,482,3,3
palmera_315387.png,596,429,641,474,3,3
palmera_315387.png,590,419,635,464,3,3
palmera_315387.png,583,408,628,453,3,3
palmera_315387.png,576,400,621,445,3,3
palmera_315387.png,565,411,610,456,3,3
palmera_315387.png,572,389,617,434,3,3
palmera_315387.png,564,379,609,424,3,3
palmera_315387.png,554,398,599,443,3,3
palmera_315387.png,539,393,584,438,3,3
palmera_315387.png,516,389,561,434,3,3
palmera_315387.png,512,381,557,426,3,3
palmera_315387.png,489,390,534,435,3,3
palmera_315387.png,482,381,527,426,3,3
palmera_315387.png,484,367,529,412,3,3
palmera_315387.png,422,428,467,473,3,3
palmera_315387.png,441,377,486,422,3,3
palmera_315387.png,435,366,480,411,3,3
palmera_315387.png,431,355,476,400,3,3
palmera_315387.png,557,370,602,415,3,3
palmera_315387.png,545,378,590,423,3,3
palmera_315387.png,532,376,577,421,3,3
palmera_315387.png,552,359,597,404,3,3
palmera_315387.png,546,348,591,393,3,3
palmera_315387.png,526,347,571,392,3,3
palmera_315387.png,516,352,561,397,3,3
palmera_315387.png,506,343,551,388,3,3
palmera_315387.png,529,317,574,362,3,3
palmera_315387.png,512,326,557,371,3,3
palmera_315387.png,499,332,544,377,3,3
palmera_315387.png,486,341,531,386,3,3
palmera_315387.png,492,353,537,398,3,3
palmera_315387.png,500,361,545,406,3,3
palmera_315387.png,506,371,551,416,3,3
palmera_315387.png,496,380,541,425,3,3
palmera_315387.png,474,499,519,544,3,3
palmera_315387.png,468,484,513,529,3,3
palmera_315387.png,455,452,500,497,3,3
palmera_315387.png,478,330,523,375,3,3
palmera_315387.png,491,317,536,362,3,3
palmera_315387.png,475,307,520,352,3,3
palmera_315387.png,461,299,506,344,3,3
palmera_315387.png,451,311,496,356,3,3
palmera_315387.png,426,311,471,356,3,3
palmera_315387.png,444,304,489,349,3,3
palmera_315387.png,451,290,496,335,3,3
palmera_315387.png,435,287,480,332,3,3
palmera_315387.png,428,300,473,345,3,3
palmera_315387.png,447,428,492,473,3,3
palmera_315387.png,441,413,486,458,3,3
palmera_315387.png,425,384,470,429,3,3
palmera_315387.png,421,372,466,417,3,3
palmera_315387.png,414,411,459,456,3,3
palmera_315387.png,409,397,454,442,3,3
palmera_315387.png,406,385,451,430,3,3
palmera_315387.png,401,374,446,419,3,3
palmera_315387.png,414,350,459,395,3,3
palmera_315387.png,407,339,452,384,3,3
palmera_315387.png,397,308,442,353,3,3
palmera_315387.png,393,294,438,339,3,3
palmera_315387.png,403,276,448,321,3,3
palmera_315387.png,389,276,434,321,3,3
palmera_315387.png,386,263,431,308,3,3
palmera_315387.png,418,212,463,257,3,2
palmera_315387.png,387,197,432,242,3,2
palmera_315387.png,405,56,450,101,3,2
palmera_315387.png,421,71,466,116,3,2
palmera_315387.png,432,86,477,131,3,2
palmera_315387.png,444,79,489,124,3,2
palmera_315387.png,441,64,486,109,3,2
palmera_315387.png,433,61,478,106,3,2
palmera_315387.png,418,58,463,103,3,2
palmera_315387.png,434,52,479,97,3,2
palmera_315387.png,414,50,459,95,3,2
palmera_315387.png,424,41,469,86,3,2
palmera_315387.png,436,40,481,85,3,2
palmera_315387.png,444,47,489,92,3,2
palmera_315387.png,447,57,492,102,3,2
palmera_315387.png,502,80,547,125,3,2
palmera_315387.png,484,68,529,113,3,2
palmera_315387.png,492,60,537,105,3,2
palmera_315387.png,470,78,515,123,3,2
palmera_315387.png,457,72,502,117,3,2
palmera_315387.png,455,58,500,103,3,2
palmera_315387.png,454,46,499,91,3,2
palmera_315387.png,447,33,492,78,3,2
palmera_315387.png,456,38,501,83,3,2
palmera_315387.png,458,29,503,74,3,2
palmera_315387.png,463,51,508,96,3,2
palmera_315387.png,469,65,514,110,3,2
palmera_315387.png,477,57,522,102,3,2
palmera_315387.png,468,41,513,86,3,2
palmera_315387.png,467,32,512,77,3,2
palmera_315387.png,468,22,513,67,3,2
palmera_315387.png,478,32,523,77,3,2
palmera_315387.png,487,45,532,90,3,2
palmera_315387.png,499,54,544,99,3,2
palmera_315387.png,511,65,556,110,3,2
palmera_315387.png,522,49,567,94,3,2
palmera_315387.png,506,41,551,86,3,2
palmera_315387.png,479,19,524,64,3,2
palmera_315387.png,486,24,531,69,3,2
palmera_315387.png,500,36,545,81,3,2
palmera_315387.png,511,24,556,69,3,2
palmera_315387.png,489,9,534,54,3,2
palmera_315387.png,499,14,544,59,3,2
palmera_315387.png,530,34,575,79,3,2
palmera_315387.png,517,13,562,58,3,2
palmera_315387.png,497,0,542,44,3,2
palmera_315387.png,509,0,554,45,3,2
palmera_315387.png,520,-1,565,43,3,2
palmera_315387.png,509,-14,554,30,3,2
palmera_315387.png,521,-14,566,30,3,2
palmera_315387.png,940,292,985,337,3,2
palmera_315387.png,928,293,973,338,3,2
palmera_315787.png,-4,84,40,129,3,3
palmera_315787.png,471,376,516,421,3,3
palmera_315787.png,0,515,45,560,3,3
palmera_315787.png,-12,507,32,552,3,3
palmera_315787.png,-11,461,33,506,3,3
palmera_315787.png,-7,471,37,516,3,3
palmera_315787.png,-13,479,31,524,3,3
palmera_315787.png,-2,489,42,534,3,3
palmera_315787.png,0,506,44,551,3,3
palmera_315787.png,9,508,54,553,3,3
palmera_315787.png,26,502,71,547,3,3
palmera_315787.png,15,516,60,561,3,3
palmera_315787.png,7,519,52,564,3,3
palmera_315787.png,10,527,55,572,3,3
palmera_315787.png,0,543,44,588,3,3
palmera_315787.png,7,534,52,579,3,3
palmera_315787.png,1,529,46,574,3,3
palmera_315787.png,-2,534,42,579,3,3
palmera_315787.png,-8,541,36,586,3,3
palmera_315787.png,-10,534,34,579,3,3
palmera_315787.png,-13,522,31,567,3,3
palmera_315787.png,-19,535,25,580,3,3
palmera_315787.png,-16,543,28,588,3,3
palmera_315787.png,-10,443,34,488,3,3
palmera_315787.png,-18,434,26,479,3,3
palmera_315787.png,493,241,538,286,3,3
palmera_315787.png,462,347,507,392,3,3
palmera_315787.png,471,362,516,407,3,3
palmera_315787.png,502,343,547,388,3,3
palmera_315787.png,497,359,542,404,3,3
palmera_315787.png,582,291,627,336,3,3
palmera_315787.png,610,310,655,355,3,3
palmera_315787.png,618,311,663,356,3,3
palmera_315787.png,624,312,669,357,3,3
palmera_315787.png,636,313,681,358,3,3
palmera_315787.png,640,289,685,334,3,3
palmera_315787.png,637,284,682,329,3,3
palmera_315787.png,634,279,679,324,3,3
palmera_315787.png,619,288,664,333,3,3
palmera_315787.png,609,300,654,345,3,3
palmera_315787.png,601,285,646,330,3,3
palmera_315787.png,616,265,661,310,3,3
palmera_315787.png,599,268,644,313,3,3
palmera_315787.png,595,271,640,316,3,3
palmera_315787.png,585,274,630,319,3,3
palmera_315787.png,579,285,624,330,3,3
palmera_315787.png,575,287,620,332,3,3
palmera_315787.png,570,291,615,336,3,3
palmera_315787.png,564,293,609,338,3,3
palmera_315787.png,559,296,604,341,3,3
palmera_315787.png,555,298,600,343,3,3
palmera_315787.png,551,301,596,346,3,3
palmera_315787.png,549,309,594,354,3,3
palmera_315787.png,555,309,600,354,3,3
palmera_315787.png,569,323,614,368,3,3
palmera_315787.png,557,318,602,363,3,3
palmera_315787.png,574,317,619,362,3,3
palmera_315787.png,595,310,640,355,3,3
palmera_315787.png,574,255,619,300,3,3
palmera_315787.png,550,269,595,314,3,3
palmera_315787.png,552,292,597,337,3,3
palmera_315787.png,547,295,592,340,3,3
palmera_315787.png,542,304,587,349,3,3
palmera_315787.png,536,307,581,352,3,3
palmera_315787.png,515,319,560,364,3,3
palmera_315787.png,521,329,566,374,3,3
palmera_315787.png,515,335,560,380,3,3
palmera_315787.png,505,327,550,372,3,3
palmera_315787.png,505,318,550,363,3,3
palmera_315787.png,486,341,531,386,3,3
palmera_315787.png,483,358,528,403,3,3
palmera_315787.png,482,367,527,412,3,3
palmera_315787.png,457,360,502,405,3,3
palmera_315787.png,455,369,500,414,3,3
palmera_315787.png,442,369,487,414,3,3
palmera_315787.png,437,359,482,404,3,3
palmera_315787.png,445,381,490,426,3,3
palmera_315787.png,437,381,482,426,3,3
palmera_315787.png,427,392,472,437,3,3
palmera_315787.png,455,306,500,351,3,3
palmera_315787.png,328,379,373,424,3,3
palmera_315787.png,248,345,293,390,3,3
palmera_315787.png,243,349,288,394,3,3
palmera_315787.png,239,350,284,395,3,3
palmera_315787.png,230,356,275,401,3,3
palmera_315787.png,221,364,266,409,3,3
palmera_315787.png,215,371,260,416,3,3
palmera_315787.png,200,377,245,422,3,3
palmera_315787.png,190,382,235,427,3,3
palmera_315787.png,181,388,226,433,3,3
palmera_315787.png,165,394,210,439,3,3
palmera_315787.png,117,419,162,464,3,3
palmera_315787.png,117,406,162,451,3,3
palmera_315787.png,128,398,173,443,3,3
palmera_315787.png,142,387,187,432,3,3
palmera_315787.png,141,368,186,413,3,3
palmera_315787.png,133,356,178,401,3,3
palmera_315787.png,125,348,170,393,3,3
palmera_315787.png,32,216,77,261,3,3
palmera_315787.png,70,235,115,280,3,3
palmera_315787.png,66,232,111,277,3,3
palmera_315787.png,65,226,110,271,3,3
palmera_315787.png,60,217,105,262,3,3
palmera_315787.png,57,213,102,258,3,3
palmera_315787.png,51,205,96,250,3,3
palmera_315787.png,283,329,328,374,3,3
palmera_315787.png,277,320,322,365,3,3
palmera_315787.png,269,305,314,350,3,3
palmera_315787.png,266,297,311,342,3,3
palmera_315787.png,259,282,304,327,3,3
palmera_315787.png,484,291,529,336,3,3
palmera_315787.png,471,299,516,344,3,3
palmera_315787.png,438,313,483,358,3,3
palmera_315787.png,413,319,458,364,3,3
palmera_315787.png,87,260,132,305,3,3
palmera_315787.png,94,270,139,315,3,3
palmera_315787.png,98,283,143,328,3,3
palmera_315787.png,108,299,153,344,3,3
palmera_315787.png,118,336,163,381,3,3
palmera_315787.png,105,321,150,366,3,3
palmera_315787.png,95,307,140,352,3,3
palmera_315787.png,93,295,138,340,3,3
palmera_315787.png,85,289,130,334,3,3
palmera_315787.png,70,295,115,340,3,3
palmera_315787.png,62,303,107,348,3,3
palmera_315787.png,51,310,96,355,3,3
palmera_315787.png,35,323,80,368,3,3
palmera_315787.png,28,331,73,376,3,3
palmera_315787.png,25,341,70,386,3,3
palmera_315787.png,232,296,277,341,3,3
palmera_315787.png,228,286,273,331,3,3
palmera_315787.png,189,223,234,268,3,3
palmera_315787.png,184,211,229,256,3,3
palmera_315787.png,568,128,613,173,3,3
palmera_315787.png,562,115,607,160,3,3
palmera_315787.png,554,101,599,146,3,3
palmera_315787.png,549,94,594,139,3,3
palmera_315787.png,548,85,593,130,3,3
palmera_315787.png,590,232,635,277,3,3
palmera_315787.png,577,236,622,281,3,3
palmera_315787.png,563,246,608,291,3,3
palmera_315787.png,550,257,595,302,3,3
palmera_315787.png,500,250,545,295,3,3
palmera_315787.png,487,232,532,277,3,3
palmera_315787.png,532,192,577,237,3,3
palmera_315787.png,460,174,505,219,3,3
palmera_315787.png,450,157,495,202,3,3
palmera_315787.png,436,134,481,179,3,3
palmera_315787.png,428,118,473,163,3,3
palmera_315787.png,422,109,467,154,3,3
palmera_315787.png,420,102,465,147,3,3
palmera_315787.png,412,90,457,135,3,3
palmera_315787.png,406,83,451,128,3,3
palmera_315787.png,404,73,449,118,3,3
palmera_315787.png,399,64,444,109,3,3
palmera_315787.png,532,60,577,105,3,3
palmera_315787.png,527,51,572,96,3,3
palmera_315787.png,515,30,560,75,3,3
palmera_315787.png,11,10,56,55,3,3
palmera_315787.png,15,23,60,68,3,3
palmera_315787.png,18,149,63,194,3,3
palmera_315787.png,11,152,56,197,3,3
palmera_315787.png,13,139,58,184,3,3
palmera_315787.png,10,131,55,176,3,3
palmera_315787.png,13,114,58,159,3,3
palmera_315787.png,0,115,44,160,3,3
palmera_315787.png,-9,136,35,181,3,3
palmera_315787.png,-12,112,32,157,3,3
palmera_315787.png,-21,112,23,157,3,3
palmera_315787.png,-22,133,22,178,3,3
palmera_315787.png,-3,219,41,264,3,3
palmera_315787.png,-22,181,22,226,3,3
palmera_315787.png,-19,189,25,234,3,3
palmera_315787.png,-15,195,29,240,3,3
palmera_315787.png,-13,203,31,248,3,3
palmera_315787.png,-4,200,40,245,3,3
palmera_315787.png,-9,190,35,235,3,3
palmera_315787.png,-13,183,31,228,3,3
palmera_315787.png,-17,176,27,221,3,3
palmera_315787.png,-20,169,24,214,3,3
palmera_315787.png,3,85,48,130,3,3
palmera_315787.png,-17,16,27,61,3,3
palmera_315787.png,394,56,439,101,3,3
palmera_315787.png,392,50,437,95,3,3
palmera_315787.png,28,149,73,194,3,3
palmera_315787.png,46,193,91,238,3,3
palmera_315787.png,174,194,219,239,3,3
palmera_315787.png,168,183,213,228,3,3
palmera_315787.png,159,169,204,214,3,3
palmera_315787.png,154,161,199,206,3,3
palmera_315787.png,69,52,114,97,3,3
palmera_315787.png,67,61,112,106,3,3
palmera_315787.png,62,70,107,115,3,3
palmera_315787.png,56,74,101,119,3,3
palmera_315787.png,54,63,99,108,3,3
palmera_315787.png,50,77,95,122,3,3
palmera_315787.png,48,68,93,113,3,3
palmera_315787.png,42,81,87,126,3,3
palmera_315787.png,32,75,77,120,3,3
palmera_315787.png,35,84,80,129,3,3
palmera_315787.png,29,85,74,130,3,3
palmera_315787.png,26,77,71,122,3,3
palmera_315787.png,18,79,63,124,3,3
palmera_315787.png,21,87,66,132,3,3
palmera_315787.png,23,117,68,162,3,3
palmera_315787.png,28,122,73,167,3,3
palmera_315787.png,35,127,80,172,3,3
palmera_315787.png,29,132,74,177,3,3
palmera_315787.png,39,148,84,193,3,3
palmera_315787.png,145,146,190,191,3,3
palmera_315787.png,137,135,182,180,3,3
palmera_315787.png,129,128,174,173,3,3
palmera_315787.png,121,136,166,181,3,3
palmera_315787.png,101,118,146,163,3,3
palmera_315787.png,113,121,158,166,3,3
palmera_315787.png,109,131,154,176,3,3
palmera_315787.png,102,137,147,182,3,3
palmera_315787.png,96,128,141,173,3,3
palmera_315787.png,88,145,133,190,3,3
palmera_315787.png,67,157,112,202,3,3
palmera_315787.png,53,173,98,218,3,3
palmera_315787.png,55,164,100,209,3,3
palmera_315787.png,60,155,105,200,3,3
palmera_315787.png,65,143,110,188,3,3
palmera_315787.png,70,137,115,182,3,3
palmera_315787.png,74,129,119,174,3,3
palmera_315787.png,84,130,129,175,3,3
palmera_315787.png,79,124,124,169,3,3
palmera_315787.png,86,119,131,164,3,3
palmera_315787.png,92,116,137,161,3,3
palmera_315787.png,206,189,251,234,3,3
palmera_315787.png,191,168,236,213,3,3
palmera_315787.png,180,145,225,190,3,3
palmera_315787.png,172,130,217,175,3,3
palmera_315787.png,165,119,210,164,3,3
palmera_315787.png,159,108,204,153,3,3
palmera_315787.png,151,96,196,141,3,3
palmera_315787.png,147,87,192,132,3,3
palmera_315787.png,142,77,187,122,3,3
palmera_315787.png,159,123,204,168,3,3
palmera_315787.png,153,117,198,162,3,3
palmera_315787.png,148,114,193,159,3,3
palmera_315787.png,141,106,186,151,3,3
palmera_315787.png,135,99,180,144,3,3
palmera_315787.png,128,95,173,140,3,3
palmera_315787.png,122,92,167,137,3,3
palmera_315787.png,115,88,160,133,3,3
palmera_315787.png,109,82,154,127,3,3
palmera_315787.png,104,76,149,121,3,3
palmera_315787.png,101,69,146,114,3,3
palmera_315787.png,118,68,163,113,3,3
palmera_315787.png,124,60,169,105,3,3
palmera_315787.png,99,58,144,103,3,3
palmera_315787.png,111,57,156,102,3,3
palmera_315787.png,116,48,161,93,3,3
palmera_315787.png,109,39,154,84,3,3
palmera_315787.png,152,16,197,61,3,3
palmera_315787.png,162,11,207,56,3,3
palmera_315787.png,173,5,218,50,3,3
palmera_315787.png,196,-5,241,39,3,3
palmera_315787.png,204,-9,249,35,3,3
palmera_315787.png,214,-12,259,32,3,3
palmera_315787.png,226,-16,271,28,3,3
palmera_315787.png,513,18,558,63,3,3
palmera_315787.png,505,8,550,53,3,3
palmera_315787.png,486,-21,531,23,3,3
palmera_315787.png,381,35,426,80,3,3
palmera_315787.png,374,24,419,69,3,3
palmera_315787.png,367,13,412,58,3,3
palmera_315787.png,364,7,409,52,3,3
palmera_315787.png,357,-5,402,39,3,3
palmera_315787.png,353,-14,398,30,3,3
palmera_315787.png,349,-20,394,24,3,3
palmera_315787.png,699,302,744,347,3,3
palmera_315787.png,685,314,730,359,3,3
palmera_315787.png,678,308,723,353,3,3
palmera_315787.png,662,280,707,325,3,3
palmera_315787.png,670,291,715,336,3,3
palmera_315787.png,684,276,729,321,3,3
palmera_315787.png,685,281,730,326,3,3
palmera_315787.png,690,290,735,335,3,3
palmera_315787.png,694,294,739,339,3,3
palmera_315787.png,657,261,702,306,3,3
palmera_315787.png,653,264,698,309,3,3
palmera_315787.png,656,269,701,314,3,3
palmera_315787.png,671,231,716,276,3,3
palmera_315787.png,672,246,717,291,3,3
palmera_315787.png,679,245,724,290,3,3
palmera_315787.png,701,310,746,355,3,3
palmera_315787.png,691,311,736,356,3,3
palmera_315787.png,700,293,745,338,3,3
palmera_315787.png,703,288,748,333,3,3
palmera_315787.png,709,310,754,355,3,3
palmera_315787.png,729,300,774,345,3,3
palmera_315787.png,741,294,786,339,3,3
palmera_315787.png,792,209,837,254,3,3
palmera_315787.png,797,185,842,230,3,3
palmera_315787.png,883,118,928,163,3,3
palmera_315787.png,875,121,920,166,3,3
palmera_315787.png,865,127,910,172,3,3
palmera_315787.png,858,130,903,175,3,3
palmera_315787.png,859,176,904,221,3,3
palmera_315787.png,889,156,934,201,3,3
palmera_315787.png,839,201,884,246,3,3
palmera_315787.png,796,197,841,242,3,3
